interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
IFNGR1	JAK2	P15260	O60674
IFNGR2	JAK2	P38484	O60674
IGF1R	CTNNB1	P08069	P35222
IGF1R	JAK2	P08069	O60674
IGF1R	STAT3	P08069	P40763
IGF1R	TP53	P08069	P04637
IGH	NR1I3	-	Q14994
RBPJ	TP53	Q06330	P04637
IKBKB	TP53	O14920	P04637
IKBKB	IKBKG	O14920	Q9Y6K9
IL1R1	TNFRSF10B	P14778	O14763
IL2RB	JAK2	P14784	O60674
IL2RB	STAT3	P14784	P40763
IL2RB	SOCS1	P14784	O15524
IL2RG	JAK2	P31785	O60674
IL4R	JAK2	P24394	O60674
IL5RA	JAK2	Q01344	O60674
IL6	HRH1	P05231	P35367
IL6	IL6R	P05231	P08887
IL6	JAK1	P05231	P23458
IL6	SH3GL2	P05231	Q99962
IL6	ZBTB16	P05231	Q05516
IL6R	STAT3	P08887	P40763
IL6R	TNF	P08887	P01375
IL6ST	JAK2	P40189	O60674
IL6ST	STAT3	P40189	P40763
IL7R	SOCS1	P16871	O15524
IL12RB1	IL6	P42701	P05231
IL12RB1	PML	P42701	P29590
IL12RB2	JAK2	Q99665	O60674
FOXK2	RB1	Q01167	P06400
FOXK2	TP53	Q01167	P04637
ILF2	CCNDBP1	Q12905	O95273
ILK	CDH1	Q13418	P12830
ILK	CTNNB1	Q13418	P35222
ING1	TP53	Q9UK53	P04637
INHA	IKBKG	P05111	Q9Y6K9
CXCL10	CXCL9	P02778	Q07325
INPPL1	MET	O15357	P08581
INSM1	CCND1	Q01101	P24385
INSR	JAK2	P06213	O60674
INSR	SOCS1	P06213	O15524
IRAK1	STAT3	P51617	P40763
IRF3	PRDX1	Q14653	Q06830
IRF3	RB1	Q14653	P06400
IRF3	SOCS1	Q14653	O15524
IRS1	BCL2L1	P35568	Q07817
IRS1	SOCS1	P35568	O15524
ITGA4	GSTP1	P13612	P09211
ITGA4	HRAS	P13612	P01112
ITGA4	PRDX1	P13612	Q06830
ITGA5	KDR	P08648	P35968
ITGAV	MET	P06756	P08581
ITGAV	MAPK1	P06756	P28482
ITGB1	KDR	P05556	P35968
ITGB3	KDR	P05106	P35968
ITGB6	MAPK1	P18564	P28482
ITK	SOCS1	Q08881	O15524
ITPK1	TP53	Q13572	P04637
JAK1	STAT3	P23458	P40763
JAK1	SOCS1	P23458	O15524
JAK2	CALM1	O60674	P0DP23
JAK2	CDKN1B	O60674	P46527
JAK2	CSF2RB	O60674	P32927
JAK2	EGFR	O60674	P00533
JAK2	EMD	O60674	P50402
JAK2	EPOR	O60674	P19235
JAK2	ERBB3	O60674	P21860
JAK2	EZH2	O60674	Q15910
JAK2	PTK2B	O60674	Q14289
JAK2	GRB2	O60674	P62993
JAK2	GTF2I	O60674	P78347
JAK2	HSPA8	O60674	P11142
JAK2	HSP90AA1	O60674	P07900
JAK2	HSP90AB1	O60674	P08238
JAK2	HTR2A	O60674	P28223
JAK2	IRS1	O60674	P35568
JAK2	JAK2	O60674	O60674
JAK2	KPNB1	O60674	Q14974
JAK2	MAP3K5	O60674	Q99683
JAK2	NAP1L1	O60674	P55209
JAK2	PLCG1	O60674	P19174
JAK2	PPP2R1B	O60674	P30154
JAK2	PTPN6	O60674	P29350
JAK2	PTPN12	O60674	Q05209
JAK2	RCN1	O60674	Q15293
JAK2	SKP2	O60674	Q13309
JAK2	SLC2A1	O60674	P11166
JAK2	STAT1	O60674	P42224
JAK2	STAT3	O60674	P40763
JAK2	TEC	O60674	P42680
JAK2	TRAF6	O60674	Q9Y4K3
JAK2	TSHR	O60674	P16473
JAK2	TUB	O60674	P50607
JAK2	UBP1	O60674	Q9NZI7
JAK2	VAV1	O60674	P15498
JAK2	STAM	O60674	Q92783
JAK2	HIST3H3	O60674	-
JAK2	SOCS1	O60674	O15524
JAK2	SOCS3	O60674	O14543
JAK2	PRMT5	O60674	O14744
JAK2	SH2B2	O60674	O14492
JAK2	LDOC1	O60674	O95751
JAK2	SH2B1	O60674	Q9NRF2
JAK2	RBMX	O60674	P38159
JAK2	HSFY1	O60674	-
JAK2	ARL11	O60674	Q969Q4
JAK2	SIRPA	O60674	P78324
JAK3	JAK2	P52333	O60674
JAK3	STAT3	P52333	P40763
JUN	MYC	P05412	P01106
JUN	MAPK1	P05412	P28482
JUN	RB1	P05412	P06400
JUN	STAT3	P05412	P40763
CD82	CD63	P27701	P08962
KARS	MAPK1	-	P28482
KDR	ACP1	P35968	P24666
KDR	ANXA5	P35968	P08758
KDR	APP	P35968	P05067
KDR	CAV1	P35968	Q03135
KDR	CDH5	P35968	P33151
KDR	CSF2RB	P35968	P32927
KDR	DNM2	P35968	P50570
KDR	GRB2	P35968	P62993
KDR	HSP90AA1	P35968	P07900
KDR	KDR	P35968	P35968
KDR	MYO1C	P35968	O00159
KDR	NCK1	P35968	P16333
KDR	SERPINF1	P35968	P36955
KDR	PLCG1	P35968	P19174
KDR	PLXNA1	P35968	Q9UIW2
KDR	PPM1A	P35968	P35813
KDR	PPM1B	P35968	O75688
KDR	MAPK1	P35968	P28482
KDR	PTPN6	P35968	P29350
KDR	PTPN11	P35968	Q06124
KDR	PTPN12	P35968	Q05209
KDR	PTPRR	P35968	Q15256
KDR	RASA1	P35968	P20936
KDR	STYX	P35968	Q8WUJ0
KDR	TP53	P35968	P04637
KDR	UBC	P35968	P0CG48
KDR	VCL	P35968	P18206
KDR	YWHAG	P35968	P61981
KDR	ZSCAN21	P35968	Q9Y5A6
KDR	NCOA4	P35968	Q13772
KDR	SH2D2A	P35968	Q9NP31
KDR	PALLD	P35968	Q8WX93
KDR	SHC2	P35968	P98077
KDR	AAR2	P35968	Q9Y312
KDR	CARKD	P35968	-
KDR	PDCL3	P35968	Q9H2J4
KDR	ZCCHC6	P35968	-
KDR	ILKAP	P35968	Q9H0C8
KDR	DUSP19	P35968	Q8WTR2
KDR	GATC	P35968	O43716
KIT	CD63	P10721	P08962
KIT	JAK2	P10721	O60674
KIT	TP53	P10721	P04637
KIT	SOCS1	P10721	O15524
KPNA4	TP53	O00629	P04637
KRAS	A2M	P01116	P01023
KRAS	NAT1	P01116	P18440
KRAS	AAMP	P01116	Q13685
KRAS	ACACA	P01116	Q13085
KRAS	ACADSB	P01116	P45954
KRAS	ACTG1	P01116	P63261
KRAS	ACVRL1	P01116	P37023
KRAS	ADAM10	P01116	O14672
KRAS	ADAR	P01116	P55265
KRAS	ADCY6	P01116	O43306
KRAS	ADCY8	P01116	P40145
KRAS	ADCY9	P01116	O60503
KRAS	ADD1	P01116	P35611
KRAS	ADD2	P01116	P35612
KRAS	ADD3	P01116	Q9UEY8
KRAS	PLIN2	P01116	Q99541
KRAS	AFD1	P01116	-
KRAS	AGER	P01116	Q15109
KRAS	ALDOA	P01116	P04075
KRAS	ANK2	P01116	Q01484
KRAS	ANXA1	P01116	P04083
KRAS	ANXA5	P01116	P08758
KRAS	APBB1	P01116	O00213
KRAS	BIRC5	P01116	O15392
KRAS	APLP2	P01116	Q06481
KRAS	APP	P01116	P05067
KRAS	ARF1	P01116	P84077
KRAS	ARF6	P01116	P62330
KRAS	RHOA	P01116	P61586
KRAS	ARHGAP1	P01116	Q07960
KRAS	ATP1A1	P01116	P05023
KRAS	ATP2B1	P01116	P20020
KRAS	ATP2B4	P01116	P23634
KRAS	ATP5A1	P01116	-
KRAS	ATP5B	P01116	-
KRAS	ATP5C1	P01116	-
KRAS	ATP6V0C	P01116	P27449
KRAS	ATP7A	P01116	Q04656
KRAS	ATP5O	P01116	-
KRAS	ATR	P01116	Q13535
KRAS	AUP1	P01116	Q9Y679
KRAS	BARD1	P01116	Q99728
KRAS	BCS1L	P01116	Q9Y276
KRAS	BFSP1	P01116	Q12934
KRAS	BMPR2	P01116	Q13873
KRAS	BSG	P01116	P35613
KRAS	BTK	P01116	Q06187
KRAS	C6	P01116	P13671
KRAS	VPS51	P01116	Q9UID3
KRAS	MRPL49	P01116	Q13405
KRAS	PTTG1IP	P01116	P53801
KRAS	CA12	P01116	O43570
KRAS	CALR	P01116	P27797
KRAS	CAMLG	P01116	P49069
KRAS	CANX	P01116	P27824
KRAS	CAPZB	P01116	P47756
KRAS	CCIN	P01116	Q13939
KRAS	KRIT1	P01116	O00522
KRAS	CCNA2	P01116	P20248
KRAS	SCARB1	P01116	Q8WTV0
KRAS	CD44	P01116	P16070
KRAS	CDK1	P01116	P06493
KRAS	CDC5L	P01116	Q99459
KRAS	SEPT7	P01116	-
KRAS	CDC27	P01116	P30260
KRAS	CDC42	P01116	P60953
KRAS	CDH1	P01116	P12830
KRAS	CDH5	P01116	P33151
KRAS	CDK8	P01116	P49336
KRAS	CFL1	P01116	P23528
KRAS	CFTR	P01116	P13569
KRAS	CHN1	P01116	P15882
KRAS	AP2M1	P01116	Q96CW1
KRAS	CLCN1	P01116	P35523
KRAS	CLCN7	P01116	P51798
KRAS	CLNS1A	P01116	P54105
KRAS	ABCC2	P01116	Q92887
KRAS	CNP	P01116	P09543
KRAS	COL3A1	P01116	P02461
KRAS	SLC31A1	P01116	O15431
KRAS	COX6B1	P01116	P14854
KRAS	COX6C	P01116	P09669
KRAS	COX7B	P01116	P24311
KRAS	CPD	P01116	O75976
KRAS	CLDN3	P01116	O15551
KRAS	CSE1L	P01116	P55060
KRAS	CSNK1A1	P01116	P48729
KRAS	CSNK1G3	P01116	Q9Y6M4
KRAS	CSNK2B	P01116	P67870
KRAS	CTNNA1	P01116	P35221
KRAS	CTNS	P01116	O60931
KRAS	CTNND1	P01116	O60716
KRAS	CXADR	P01116	P78310
KRAS	CYC1	P01116	P08574
KRAS	CYP11B1	P01116	P15538
KRAS	CYP51A1	P01116	Q16850
KRAS	DAG1	P01116	Q14118
KRAS	DARS	P01116	-
KRAS	DDX1	P01116	Q92499
KRAS	DDX3X	P01116	O00571
KRAS	DHX9	P01116	Q08211
KRAS	COCH	P01116	O43405
KRAS	DHCR7	P01116	Q9UBM7
KRAS	DHFR	P01116	P00374
KRAS	DLG1	P01116	Q12959
KRAS	DLG2	P01116	Q15700
KRAS	DLG3	P01116	Q92796
KRAS	DNM2	P01116	P50570
KRAS	DPAGT1	P01116	Q9H3H5
KRAS	DR1	P01116	Q01658
KRAS	DSC2	P01116	Q02487
KRAS	DSC3	P01116	Q14574
KRAS	DSG2	P01116	Q14126
KRAS	SLC26A2	P01116	P50443
KRAS	DTNA	P01116	Q9Y4J8
KRAS	DTYMK	P01116	P23919
KRAS	LPAR1	P01116	Q92633
KRAS	EEF1A1	P01116	P68104
KRAS	EEF2	P01116	P13639
KRAS	EFNB1	P01116	P98172
KRAS	EFNB2	P01116	P52799
KRAS	EFNB3	P01116	Q15768
KRAS	EGFR	P01116	P00533
KRAS	EIF2S1	P01116	P05198
KRAS	EIF2S3	P01116	P41091
KRAS	EPHA2	P01116	P29317
KRAS	EIF4G2	P01116	P78344
KRAS	EIF5	P01116	P55010
KRAS	EMD	P01116	P50402
KRAS	MARK2	P01116	Q7KZI7
KRAS	ENO1	P01116	P06733
KRAS	SLC29A1	P01116	Q99808
KRAS	EPB41	P01116	P11171
KRAS	EPB41L1	P01116	Q9H4G0
KRAS	EPB41L2	P01116	O43491
KRAS	EPB42	P01116	P16452
KRAS	STOM	P01116	P27105
KRAS	EPHA1	P01116	P21709
KRAS	EPHA3	P01116	P29320
KRAS	EPHA4	P01116	P54764
KRAS	EPRS	P01116	-
KRAS	ERCC2	P01116	P18074
KRAS	ERCC3	P01116	P19447
KRAS	ERH	P01116	P84090
KRAS	FBL	P01116	P22087
KRAS	ETF1	P01116	P62495
KRAS	FANCA	P01116	O15360
KRAS	FANCC	P01116	Q00597
KRAS	ACSL3	P01116	O95573
KRAS	ACSL4	P01116	O60488
KRAS	FCGR1A	P01116	P12314
KRAS	FDPS	P01116	P14324
KRAS	FDXR	P01116	P22570
KRAS	FLII	P01116	Q13045
KRAS	FLOT2	P01116	Q14254
KRAS	FMR1	P01116	Q06787
KRAS	MTOR	P01116	P42345
KRAS	NR5A1	P01116	Q13285
KRAS	KDSR	P01116	Q06136
KRAS	XRCC6	P01116	P12956
KRAS	GAB1	P01116	Q13480
KRAS	GABPA	P01116	Q06546
KRAS	GABPB1	P01116	Q06547
KRAS	GAPDH	P01116	P04406
KRAS	LRRC32	P01116	Q14392
KRAS	GATA6	P01116	Q92908
KRAS	GDF10	P01116	P55107
KRAS	GJA1	P01116	P17302
KRAS	GLE1	P01116	Q53GS7
KRAS	GLI3	P01116	P10071
KRAS	GNA12	P01116	Q03113
KRAS	GNAI2	P01116	P04899
KRAS	GNAI3	P01116	P08754
KRAS	GNAS	P01116	Q5JWF2
KRAS	GNAT1	P01116	P11488
KRAS	GNB2	P01116	P62879
KRAS	GNG5	P01116	P63218
KRAS	SFN	P01116	P31947
KRAS	GPI	P01116	P06744
KRAS	FFAR3	P01116	O14843
KRAS	GRK6	P01116	P43250
KRAS	GRB2	P01116	P62993
KRAS	GSPT1	P01116	P15170
KRAS	GTF2E2	P01116	P29084
KRAS	GTF3A	P01116	Q92664
KRAS	GYPC	P01116	P04921
KRAS	HARS	P01116	-
KRAS	HBZ	P01116	P02008
KRAS	HCK	P01116	P08631
KRAS	HGF	P01116	P14210
KRAS	HK1	P01116	P19367
KRAS	HLA-A	P01116	P04439
KRAS	HLA-C	P01116	P10321
KRAS	HMGN2	P01116	P05204
KRAS	HMGCR	P01116	P04035
KRAS	HMOX1	P01116	P09601
KRAS	HMOX2	P01116	P30519
KRAS	SLC29A2	P01116	Q14542
KRAS	HNRNPA2B1	P01116	P22626
KRAS	HNRNPF	P01116	P52597
KRAS	HNRNPK	P01116	P61978
KRAS	HOXB5	P01116	P09067
KRAS	HOXD1	P01116	Q9GZZ0
KRAS	HSD3B2	P01116	P26439
KRAS	HSPA8	P01116	P11142
KRAS	HSPA9	P01116	P38646
KRAS	HSPB1	P01116	P04792
KRAS	HSP90AA1	P01116	P07900
KRAS	IGSF3	P01116	O75054
KRAS	HSP90AB1	P01116	P08238
KRAS	HSPD1	P01116	P10809
KRAS	IARS	P01116	-
KRAS	IFNGR1	P01116	P15260
KRAS	IGF1R	P01116	P08069
KRAS	IGF2R	P01116	P11717
KRAS	IGFBP3	P01116	P17936
KRAS	IGHMBP2	P01116	P38935
KRAS	IL1RAP	P01116	Q9NPH3
KRAS	IL6ST	P01116	P40189
KRAS	INSR	P01116	P06213
KRAS	EIF3E	P01116	P60228
KRAS	ITGA6	P01116	P23229
KRAS	IREB2	P01116	P48200
KRAS	ITGA2	P01116	P17301
KRAS	ITGA5	P01116	P08648
KRAS	ITGB1	P01116	P05556
KRAS	EIF6	P01116	P56537
KRAS	ITGB6	P01116	P18564
KRAS	STT3A	P01116	P46977
KRAS	JAK1	P01116	P23458
KRAS	JUP	P01116	P14923
KRAS	KARS	P01116	-
KRAS	KLC1	P01116	Q07866
KRAS	KPNA2	P01116	P52292
KRAS	TNPO1	P01116	Q92973
KRAS	IPO5	P01116	O00410
KRAS	KRAS	P01116	P01116
KRAS	KRT32	P01116	Q14532
KRAS	KTN1	P01116	Q86UP2
KRAS	LBR	P01116	Q14739
KRAS	LCP1	P01116	P13796
KRAS	LGALS3	P01116	P17931
KRAS	LLGL2	P01116	Q6P1M3
KRAS	LLGL1	P01116	Q15334
KRAS	LMAN1	P01116	P49257
KRAS	LMNB1	P01116	P20700
KRAS	LMO7	P01116	Q8WWI1
KRAS	LNPEP	P01116	Q9UIQ6
KRAS	LRP6	P01116	O75581
KRAS	LTA4H	P01116	P09960
KRAS	LYN	P01116	P07948
KRAS	MARCKS	P01116	P29966
KRAS	MAGEB1	P01116	P43366
KRAS	MAGOH	P01116	P61326
KRAS	MAK	P01116	P20794
KRAS	MARK1	P01116	Q9P0L2
KRAS	MARK3	P01116	P27448
KRAS	MARS	P01116	-
KRAS	MAT1A	P01116	Q00266
KRAS	MATN2	P01116	O00339
KRAS	MCAM	P01116	P43121
KRAS	MCL1	P01116	Q07820
KRAS	CD46	P01116	P15529
KRAS	MDFI	P01116	Q99750
KRAS	MDH2	P01116	P40926
KRAS	MID1	P01116	O15344
KRAS	KMT2A	P01116	Q03164
KRAS	MLLT4	P01116	-
KRAS	MNDA	P01116	P41218
KRAS	MOCS2	P01116	O96033
KRAS	MPP1	P01116	Q00013
KRAS	ABCC1	P01116	P33527
KRAS	MYO1B	P01116	O43795
KRAS	MSN	P01116	P26038
KRAS	COX3	P01116	-
KRAS	CYTB	P01116	-
KRAS	MTM1	P01116	Q13496
KRAS	MTNR1A	P01116	P48039
KRAS	MTX1	P01116	Q13505
KRAS	MVD	P01116	P53602
KRAS	MYH8	P01116	P13535
KRAS	MYH9	P01116	P35579
KRAS	MYH10	P01116	P35580
KRAS	MYL6	P01116	P60660
KRAS	MYO1E	P01116	Q12965
KRAS	NAB1	P01116	Q13506
KRAS	NBN	P01116	O60934
KRAS	NCAM1	P01116	P13591
KRAS	NCL	P01116	P19338
KRAS	NDUFA9	P01116	Q16795
KRAS	NDUFS1	P01116	P28331
KRAS	DRG1	P01116	Q9Y295
KRAS	NEK1	P01116	Q96PY6
